,Total Amount Funded,Monthly PAYMENT,Home Ownership,Monthly Income,Approx. Fico Score,Total CREDIT Lines,Revolving CREDIT Balance,Revolving Line Utilization,Inquiries in the Last 6 Months,Last Delinquency,Last Record,EmployedCat,Status
10068,5000,156.1,RENT,5166.67,770.0,27.0,15489.0,35.4,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10069,5000,156.1,MORTGAGE,4100.0,790.0,19.0,1299.0,4.2,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10070,5000,156.1,MORTGAGE,6250.0,790.0,21.0,0.0,0.0,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10071,5000,156.1,RENT,4394.0,770.0,20.0,4987.0,12.2,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10074,5000,156.1,RENT,2500.0,770.0,16.0,20385.0,18.5,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10075,5000,156.1,MORTGAGE,6666.67,790.0,35.0,429.0,0.6,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10076,5000,156.1,OWN,3416.67,770.0,18.0,1757.0,9.3,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10077,5000,156.1,MORTGAGE,8916.67,770.0,32.0,12174.0,22.4,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
10078,5000,156.1,MORTGAGE,4166.67,770.0,43.0,928.0,2.0,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10079,5000,156.1,MORTGAGE,2500.0,770.0,46.0,3067.0,11.9,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10081,5000,156.11,RENT,3750.0,770.0,16.0,1359.0,5.6,2.0,JUST NOW,JUST NOW,0_TO_4_YRS,Not Delinquent
10082,5000,156.11,MORTGAGE,4333.33,770.0,24.0,4067.0,7.3,0.0,JUST NOW,JUST NOW,5_TO_9_YRS,Not Delinquent
10086,4500,156.12,MORTGAGE,6833.33,669.0,13.0,0.0,0.0,1.0,LAST YEAR,LAST TEN,0_TO_4_YRS,Not Delinquent
10087,4500,156.12,RENT,2750.0,669.0,31.0,6063.0,49.3,1.0,LAST YEAR,NEVER,0_TO_4_YRS,Not Delinquent
10088,4750,156.14,MORTGAGE,7250.0,732.0,7.0,10318.0,30.9,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10089,4800,156.22,RENT,2666.67,732.0,11.0,3831.0,27.4,1.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
10090,4800,156.22,RENT,3750.0,695.0,22.0,2065.0,18.3,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
10092,6250,156.24,RENT,4583.33,695.0,14.0,8860.0,69.2,1.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
10093,4800,156.29,RENT,1200.0,732.0,4.0,1977.0,23.8,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10094,4725,156.29,RENT,2000.0,695.0,15.0,9337.0,90.7,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10095,5025,156.29,MORTGAGE,4416.67,732.0,13.0,3767.0,44.8,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10096,4725,156.29,RENT,1583.33,695.0,22.0,8502.0,86.8,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10097,4700,156.31,RENT,3333.33,695.0,19.0,3266.0,49.5,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
10098,4750,156.32,OWN,1900.0,695.0,20.0,9616.0,24.1,2.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
10099,4800,156.36,RENT,2083.33,732.0,4.0,4118.0,45.8,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10100,4800,156.36,RENT,2041.67,732.0,8.0,2276.0,34.5,3.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10101,4800,156.36,MORTGAGE,8333.33,695.0,26.0,14048.0,40.7,1.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
10102,4800,156.36,RENT,2500.0,695.0,21.0,1513.0,52.2,1.0,LAST YEAR,NEVER,0_TO_4_YRS,Not Delinquent
10103,4800,156.36,MORTGAGE,3000.0,695.0,19.0,17256.0,73.1,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10104,4800,156.36,RENT,2166.67,695.0,19.0,7149.0,70.1,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10105,4800,156.36,RENT,1833.33,695.0,15.0,5183.0,35.5,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10106,4800,156.36,MORTGAGE,2750.0,695.0,12.0,4739.0,65.8,2.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10107,4800,156.36,MORTGAGE,6000.0,695.0,35.0,6382.0,49.1,0.0,LAST FIVE,LAST TEN,10_YRS_PLUS,Not Delinquent
10108,4400,156.37,RENT,4583.33,695.0,11.0,25237.0,99.0,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10109,5000,156.41,RENT,889.0,770.0,6.0,1138.0,25.3,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10110,5000,156.41,MORTGAGE,5166.67,770.0,17.0,3853.0,26.0,3.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10111,5000,156.41,RENT,900.0,790.0,7.0,287.0,2.4,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10112,5000,156.41,OWN,3333.33,770.0,13.0,78.0,0.5,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10113,5000,156.41,RENT,3333.33,732.0,9.0,2198.0,16.9,0.0,NEVER,NEVER,0_TO_4_YRS,Delinquent
10114,5000,156.41,RENT,3833.33,732.0,13.0,4571.0,38.1,0.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
10115,5000,156.41,RENT,2250.0,732.0,5.0,2227.0,25.0,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10116,5000,156.41,MORTGAGE,3750.0,732.0,13.0,1426.0,15.0,0.0,LAST TEN,LAST TEN,0_TO_4_YRS,Not Delinquent
10117,5000,156.41,RENT,3416.67,732.0,16.0,1451.0,31.5,0.0,LAST TEN,NEVER,10_YRS_PLUS,Delinquent
10118,5000,156.41,RENT,5333.33,732.0,22.0,5988.0,72.1,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10119,5000,156.41,MORTGAGE,4583.33,732.0,16.0,6551.0,63.6,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10120,5000,156.41,OWN,2417.0,732.0,9.0,7193.0,32.8,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10121,5000,156.41,RENT,2916.67,732.0,10.0,4343.0,29.0,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10122,5000,156.41,MORTGAGE,4166.67,732.0,38.0,13063.0,65.6,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10123,5000,156.41,RENT,4166.67,732.0,26.0,2805.0,25.0,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
10124,5000,156.41,RENT,3750.0,732.0,10.0,6621.0,17.3,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10125,5000,156.41,MORTGAGE,4000.0,790.0,19.0,526.0,2.4,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10126,5000,156.41,MORTGAGE,7916.67,790.0,20.0,33946.0,1.3,0.0,LAST TEN,NEVER,5_TO_9_YRS,Not Delinquent
10127,5000,156.41,RENT,4108.0,732.0,41.0,11665.0,51.6,0.0,LAST TEN,NEVER,10_YRS_PLUS,Not Delinquent
10128,5000,156.41,MORTGAGE,4500.0,732.0,35.0,3148.0,39.8,1.0,LAST TEN,LAST TEN,5_TO_9_YRS,Not Delinquent
10130,5000,156.41,RENT,2916.67,732.0,17.0,6912.0,14.3,2.0,NEVER,LAST TEN,10_YRS_PLUS,Not Delinquent
10131,5000,156.41,RENT,8833.33,732.0,33.0,23534.0,49.2,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10132,5000,156.41,RENT,4083.0,732.0,20.0,1517.0,7.4,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
10133,5000,156.41,MORTGAGE,7916.67,732.0,30.0,10949.0,29.0,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10134,5000,156.41,RENT,2916.67,732.0,22.0,4714.0,31.4,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10135,5000,156.41,RENT,4333.33,770.0,24.0,2711.0,13.0,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10136,5000,156.41,OWN,5416.67,732.0,33.0,5222.0,18.6,1.0,NEVER,NEVER,5_TO_9_YRS,Delinquent
10137,5000,156.41,RENT,6250.0,732.0,29.0,13500.0,31.1,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
10138,5000,156.41,RENT,8666.0,732.0,20.0,0.0,0.0,2.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10139,5000,156.41,RENT,3750.0,732.0,19.0,5917.0,9.4,4.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10140,5000,156.41,MORTGAGE,5000.0,732.0,37.0,1221.0,14.9,1.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
10142,5000,156.41,MORTGAGE,5000.0,732.0,38.0,22954.0,42.6,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10143,6800,156.44,RENT,2500.0,732.0,20.0,3919.0,46.5,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10144,5000,156.46,OWN,1500.0,770.0,6.0,1591.0,39.8,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10145,5000,156.46,MORTGAGE,6166.67,770.0,14.0,5505.0,55.0,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10146,5000,156.46,OWN,1800.0,770.0,19.0,0.0,0.0,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10147,5000,156.46,RENT,1000.0,790.0,8.0,0.0,0.0,0.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
10148,5000,156.46,RENT,6333.33,732.0,27.0,1759.0,58.6,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10149,5000,156.46,RENT,2200.0,732.0,4.0,2923.0,34.4,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10150,5000,156.46,RENT,4500.0,790.0,18.0,59.0,0.4,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10151,5000,156.46,RENT,4600.0,732.0,11.0,9253.0,71.2,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10152,5000,156.46,RENT,1000.0,732.0,13.0,4416.0,62.2,0.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
10153,5000,156.46,MORTGAGE,8791.67,732.0,19.0,4992.0,47.5,0.0,LAST TEN,NEVER,10_YRS_PLUS,Not Delinquent
10154,5000,156.46,RENT,2166.67,732.0,6.0,2677.0,42.5,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10155,5000,156.46,MORTGAGE,9583.33,732.0,7.0,1067.0,35.6,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10156,5000,156.46,RENT,6000.0,732.0,6.0,5735.0,29.4,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10157,5000,156.46,RENT,5383.33,732.0,18.0,2667.0,25.4,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
10158,5000,156.46,MORTGAGE,2862.4,732.0,14.0,132.0,4.6,0.0,LAST FIVE,LAST TEN,10_YRS_PLUS,Not Delinquent
10159,5000,156.46,MORTGAGE,3678.0,732.0,15.0,6327.0,87.9,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10160,5000,156.46,MORTGAGE,8333.33,732.0,24.0,4560.0,69.1,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
10161,5000,156.46,RENT,3333.33,732.0,7.0,6566.0,51.7,0.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
10162,5000,156.46,RENT,2500.0,732.0,8.0,6698.0,42.4,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10163,5000,156.46,MORTGAGE,5000.0,695.0,9.0,3973.0,29.2,0.0,NEVER,LAST TEN,0_TO_4_YRS,Not Delinquent
10164,5000,156.46,OWN,840.0,732.0,19.0,2316.0,13.1,0.0,LAST YEAR,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
10165,5000,156.46,RENT,3333.33,732.0,10.0,692.0,4.8,2.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
10166,5000,156.46,RENT,2500.0,732.0,14.0,11277.0,94.8,0.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
10167,5000,156.46,RENT,3083.33,695.0,10.0,6063.0,50.9,0.0,NEVER,LAST TEN,5_TO_9_YRS,Not Delinquent
10168,5000,156.46,RENT,3083.33,732.0,18.0,6412.0,32.6,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10169,5000,156.46,RENT,2833.33,732.0,20.0,2363.0,25.7,1.0,LAST TEN,NEVER,5_TO_9_YRS,Not Delinquent
10170,5000,156.46,RENT,8333.33,695.0,14.0,10242.0,51.7,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10171,5000,156.46,MORTGAGE,8750.0,695.0,30.0,8476.0,33.8,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10172,5000,156.46,RENT,1250.0,732.0,21.0,4174.0,23.9,0.0,LAST FIVE,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
10174,5000,156.46,OWN,5500.0,732.0,23.0,24376.0,64.3,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10175,5000,156.46,RENT,7083.33,695.0,38.0,10923.0,29.3,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
10176,5000,156.46,RENT,3000.0,732.0,12.0,7963.0,28.3,3.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10177,5000,156.46,MORTGAGE,2298.75,732.0,21.0,12346.0,60.8,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10178,5000,156.46,RENT,6311.17,732.0,21.0,12262.0,58.8,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10179,5000,156.46,MORTGAGE,5500.0,732.0,20.0,16396.0,47.9,3.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10180,5000,156.46,RENT,3416.67,732.0,29.0,6561.0,46.9,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10181,5000,156.46,MORTGAGE,4333.33,732.0,26.0,3921.0,10.6,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10182,5000,156.46,MORTGAGE,4000.0,732.0,36.0,17485.0,48.6,3.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10183,5000,156.46,RENT,4416.67,695.0,21.0,4691.0,36.1,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
10184,5000,156.46,RENT,2258.0,732.0,14.0,424.0,4.7,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
10186,5000,156.46,MORTGAGE,3800.0,695.0,24.0,16394.0,50.6,0.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
10187,5000,156.46,MORTGAGE,2000.0,732.0,25.0,9283.0,17.6,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10188,5000,156.46,OWN,3083.33,732.0,43.0,2062.0,19.8,1.0,LAST TEN,NEVER,10_YRS_PLUS,Not Delinquent
10189,4500,156.46,OWN,6000.0,669.0,29.0,14231.0,61.0,4.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10190,5000,156.46,RENT,2125.0,695.0,22.0,5524.0,69.9,0.0,LAST FIVE,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
10192,5000,156.48,MORTGAGE,2166.67,770.0,14.0,496.0,15.5,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10193,5000,156.48,RENT,4666.67,732.0,24.0,3629.0,60.5,0.0,LAST TEN,NEVER,5_TO_9_YRS,Not Delinquent
10194,5000,156.48,RENT,2100.0,732.0,17.0,1037.0,11.2,2.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
10196,7000,156.53,RENT,7333.33,732.0,12.0,2134.0,92.8,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10197,4800,156.56,MORTGAGE,4000.0,695.0,13.0,3889.0,51.9,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10198,4800,156.56,RENT,8636.75,695.0,23.0,3649.0,21.5,1.0,LAST FIVE,LAST TEN,10_YRS_PLUS,Not Delinquent
10199,4800,156.58,RENT,3100.0,732.0,8.0,775.0,43.1,3.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10200,4800,156.58,RENT,1750.0,695.0,7.0,11234.0,75.4,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10201,4800,156.58,RENT,5750.0,695.0,12.0,6374.0,43.7,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
10202,5100,156.59,MORTGAGE,5000.0,732.0,24.0,3660.0,66.5,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10203,4500,156.59,OWN,2300.0,669.0,14.0,9284.0,81.4,3.0,NEVER,LAST TEN,PRES_NOT_EMPLOYED,Not Delinquent
10204,6500,156.59,MORTGAGE,7752.0,669.0,38.0,17458.0,77.9,2.0,LAST TEN,NEVER,10_YRS_PLUS,Not Delinquent
10205,6000,156.61,MORTGAGE,5500.0,669.0,22.0,2143.0,93.2,3.0,LAST YEAR,NEVER,10_YRS_PLUS,Not Delinquent
10206,4750,156.62,RENT,1700.0,695.0,15.0,1196.0,12.7,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10207,4975,156.64,ANY,3750.0,770.0,15.0,15862.0,53.8,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10208,4400,156.64,OWN,5416.67,669.0,11.0,1623.0,90.2,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
10209,4775,156.65,MORTGAGE,4250.0,695.0,23.0,10537.0,41.0,2.0,LAST TEN,NEVER,0_TO_4_YRS,Not Delinquent
10210,7125,156.67,MORTGAGE,10833.33,770.0,42.0,2301.0,4.3,2.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
10211,8000,156.68,RENT,2500.0,770.0,9.0,5186.0,14.3,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
10212,5000,156.69,OWN,1625.0,770.0,11.0,5783.0,25.4,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10213,5000,156.69,RENT,5416.67,770.0,22.0,8946.0,44.1,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10214,5000,156.69,MORTGAGE,2333.33,770.0,7.0,2583.0,31.5,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10215,5000,156.69,OWN,3333.33,770.0,8.0,7755.0,10.8,3.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10216,5000,156.69,MORTGAGE,6583.33,790.0,14.0,33.0,0.2,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10217,5000,156.69,MORTGAGE,7500.0,770.0,12.0,14442.0,28.3,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10218,5000,156.69,RENT,3500.0,790.0,18.0,112.0,1.1,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10219,5000,156.69,RENT,7166.67,770.0,14.0,0.0,0.0,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10220,5000,156.69,MORTGAGE,4933.0,770.0,17.0,13538.0,48.9,3.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10221,5000,156.69,RENT,4583.0,770.0,20.0,6576.0,25.2,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10223,5000,156.69,RENT,4833.0,770.0,11.0,4496.0,9.7,3.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10224,5000,156.69,RENT,2660.0,770.0,14.0,1698.0,7.9,0.0,JUST NOW,JUST NOW,0_TO_4_YRS,Not Delinquent
10225,5000,156.69,MORTGAGE,4500.0,770.0,24.0,5388.0,26.9,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10226,5000,156.69,RENT,1083.33,770.0,15.0,1970.0,7.5,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10228,5000,156.69,RENT,2833.33,770.0,24.0,5748.0,12.3,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
10229,5000,156.69,MORTGAGE,3750.0,770.0,27.0,5392.0,9.4,4.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10230,5000,156.69,RENT,4583.33,770.0,18.0,1012.0,10.1,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10231,5000,156.69,MORTGAGE,6666.67,770.0,36.0,8366.0,7.1,0.0,JUST NOW,JUST NOW,10_YRS_PLUS,Not Delinquent
10232,5150,156.75,MORTGAGE,7112.0,770.0,22.0,14892.0,20.3,0.0,LAST TEN,NEVER,5_TO_9_YRS,Not Delinquent
10233,7750,156.78,MORTGAGE,8400.0,770.0,34.0,12853.0,22.5,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10234,7575,156.81,RENT,6500.0,732.0,14.0,8435.0,24.2,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
10235,5200,156.84,MORTGAGE,2583.33,790.0,12.0,3758.0,12.9,0.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
10236,5200,156.84,MORTGAGE,4000.0,790.0,22.0,10358.0,17.0,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10237,5200,156.84,MORTGAGE,5100.0,790.0,25.0,18179.0,66.1,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10238,5200,156.84,RENT,2500.0,770.0,19.0,161.0,1.2,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10239,5000,156.84,MORTGAGE,8333.33,732.0,20.0,9698.0,19.4,0.0,JUST NOW,JUST NOW,0_TO_4_YRS,Not Delinquent
10241,6000,156.84,RENT,3500.0,669.0,18.0,11392.0,77.0,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10242,6500,156.87,MORTGAGE,7083.33,669.0,19.0,16963.0,79.5,1.0,NEVER,LAST TEN,0_TO_4_YRS,Not Delinquent
10243,6500,156.87,MORTGAGE,5166.67,669.0,40.0,10772.0,19.0,1.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10244,4725,156.92,MORTGAGE,3750.0,695.0,19.0,17523.0,37.8,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
10245,7200,156.95,MORTGAGE,5000.0,732.0,33.0,11294.0,88.2,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10246,7200,156.98,RENT,2512.0,732.0,9.0,11161.0,31.9,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10247,7200,156.98,MORTGAGE,3416.67,732.0,27.0,1540.0,9.0,0.0,LAST YEAR,NEVER,10_YRS_PLUS,Not Delinquent
10248,6000,157.01,RENT,1900.0,669.0,7.0,4469.0,99.3,0.0,NEVER,NEVER,0_TO_4_YRS,Delinquent
10249,5150,157.07,RENT,5833.33,732.0,33.0,7668.0,41.6,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10250,4750,157.12,RENT,7200.0,695.0,19.0,10348.0,44.0,3.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10251,4800,157.13,RENT,1250.0,770.0,5.0,0.0,0.0,0.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10252,4800,157.13,RENT,1650.0,732.0,12.0,0.0,0.0,0.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
10253,4800,157.13,RENT,4166.67,732.0,17.0,3935.0,95.3,0.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10254,4800,157.13,MORTGAGE,3778.0,695.0,12.0,2072.0,39.1,0.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10257,4800,157.13,MORTGAGE,4800.0,695.0,30.0,4248.0,70.8,0.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
10258,4800,157.13,MORTGAGE,2916.67,695.0,25.0,368.0,4.3,0.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
10259,4800,157.13,MORTGAGE,4550.0,695.0,44.0,13010.0,65.4,2.0,LAST FIVE,NEVER,10_YRS_PLUS,Not Delinquent
10260,4800,157.13,RENT,2167.0,695.0,27.0,6389.0,55.6,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
10261,4800,157.13,MORTGAGE,7833.33,695.0,27.0,21102.0,60.8,2.0,NEVER,NEVER,10_YRS_PLUS,Not Delinquent
10263,4800,157.13,MORTGAGE,7916.67,695.0,20.0,5522.0,15.3,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10264,4800,157.13,OWN,6666.67,695.0,41.0,15594.0,20.2,2.0,LAST YEAR,NEVER,0_TO_4_YRS,Not Delinquent
10265,6400,157.17,RENT,3590.0,669.0,37.0,5917.0,26.9,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
10267,4650,157.18,OWN,2389.4,695.0,22.0,23810.0,73.7,0.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
10268,4950,157.18,RENT,1250.0,732.0,25.0,7310.0,18.7,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10269,4650,157.2,RENT,2625.0,695.0,17.0,7985.0,77.1,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10270,4600,157.2,RENT,2000.0,695.0,10.0,1931.0,28.8,2.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
10272,4600,157.2,RENT,4166.67,669.0,12.0,5837.0,78.9,1.0,NEVER,NEVER,5_TO_9_YRS,Delinquent
10273,7000,157.21,MORTGAGE,4700.0,732.0,20.0,14255.0,52.4,1.0,NEVER,NEVER,PRES_NOT_EMPLOYED,Not Delinquent
10274,7000,157.21,RENT,3881.58,770.0,21.0,7061.0,28.8,1.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10275,6250,157.22,MORTGAGE,2866.67,669.0,21.0,77.0,2.7,1.0,LAST FIVE,NEVER,0_TO_4_YRS,Not Delinquent
10276,4800,157.22,RENT,3583.0,695.0,5.0,3273.0,44.8,1.0,JUST NOW,JUST NOW,0_TO_4_YRS,Not Delinquent
10277,4500,157.28,RENT,3946.67,669.0,16.0,319.0,9.4,2.0,LAST FIVE,NEVER,5_TO_9_YRS,Not Delinquent
10278,4875,157.33,RENT,4166.67,732.0,34.0,11579.0,37.0,2.0,NEVER,NEVER,0_TO_4_YRS,Not Delinquent
10279,4800,157.36,RENT,3833.33,669.0,7.0,15564.0,56.6,1.0,JUST NOW,JUST NOW,0_TO_4_YRS,Not Delinquent
10280,5125,157.36,OWN,3041.54,770.0,7.0,2390.0,62.9,1.0,NEVER,NEVER,5_TO_9_YRS,Not Delinquent
10281,4500,157.37,MORTGAGE,3000.0,669.0,14.0,2574.0,49.5,0.0,LAST YEAR,NEVER,5_TO_9_YRS,Not Delinquent
